category,brand,model,series,trim
"Otomobil","BMW","5 Serisi","525i","525I XDRIVE"
"Otomobil","BMW","5 Serisi","525i","STANDART"
"Otomobil","BMW","5 Serisi","525i xDrive","STANDART"
"Otomobil","BMW","5 Serisi","525i xDrive","TOURING"
"Otomobil","BMW","5 Serisi","525tds","STANDART"
"Otomobil","BMW","5 Serisi","525xd","STANDART"
"Otomobil","BMW","5 Serisi","528i","528I XDRIVE"
"Otomobil","BMW","5 Serisi","528i","STANDART"
"Otomobil","BMW","5 Serisi","528i","TOURING"
"Otomobil","BMW","5 Serisi","528i xDrive","M SPORT"
"Otomobil","BMW","5 Serisi","530d","EXCLUSIVE"
"Otomobil","BMW","5 Serisi","530d","GRAN TURISMO"
"Otomobil","BMW","5 Serisi","530d","M SPORT"
"Otomobil","BMW","5 Serisi","530d","STANDART"
"Otomobil","BMW","5 Serisi","530d","TOURING"
"Otomobil","BMW","5 Serisi","530i","530I XDRIVE"
"Otomobil","BMW","5 Serisi","530i","EXECUTIVE M"
"Otomobil","BMW","5 Serisi","530i","EXECUTIVE M SPORT"
"Otomobil","BMW","5 Serisi","530i","M SPORT"
"Otomobil","BMW","5 Serisi","530i","SPORT LINE"
"Otomobil","BMW","5 Serisi","530i","STANDART"
"Otomobil","BMW","5 Serisi","530i xDrive","EXECUTIVE M"
"Otomobil","BMW","5 Serisi","530i xDrive","EXECUTIVE M SPORT"
"Otomobil","BMW","5 Serisi","530i xDrive","EXECUTIVE PRESTIGE"
"Otomobil","BMW","5 Serisi","530i xDrive","EXECUTIVE SPORT"
"Otomobil","BMW","5 Serisi","530i xDrive","LUXURY LINE"
"Otomobil","BMW","5 Serisi","530i xDrive","M SPORT"
"Otomobil","BMW","5 Serisi","530xd Gran Turismo","PREMIUM"
"Otomobil","BMW","5 Serisi","535d xDrive","M SPORT"
"Otomobil","BMW","5 Serisi","535i xDrive","535I XDRIVE"
"Otomobil","BMW","5 Serisi","540i","STANDART"
"Otomobil","BMW","5 Serisi","545i","STANDART"
"Otomobil","BMW","5 Serisi","550xd","550XD"
"Otomobil","BMW","6 Serisi","630Ci","630CI"
"Otomobil","BMW","6 Serisi","630i","630I GRAN TURISMO"
"Otomobil","BMW","6 Serisi","630i Gran Turismo","M SPORT"
"Otomobil","BMW","6 Serisi","635d","635D"
"Otomobil","BMW","6 Serisi","640d","640D XDRIVE"
"Otomobil","BMW","6 Serisi","640d","640D"
"Otomobil","BMW","6 Serisi","640d xDrive","M SPORT"
"Otomobil","BMW","6 Serisi","640i","640I"
"Otomobil","BMW","6 Serisi","645Ci","645CI"
"Otomobil","BMW","7 Serisi","725d","725D LONG"
"Otomobil","BMW","7 Serisi","725d","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","725d","PURE EXCELLENCE"
"Otomobil","BMW","7 Serisi","725d Long","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","725d Long","PURE EXCELLENCE"
"Otomobil","BMW","7 Serisi","730d","730D LONG"
"Otomobil","BMW","7 Serisi","730d","730D XDRIVE"
"Otomobil","BMW","7 Serisi","730d","730D XDRIVE LONG"
"Otomobil","BMW","7 Serisi","730d","STANDART"
"Otomobil","BMW","7 Serisi","730d Long","EXCLUSIVE"
"Otomobil","BMW","7 Serisi","730d Long","INDIVIDUAL EDITION"
"Otomobil","BMW","7 Serisi","730d Long","STANDART"
"Otomobil","BMW","7 Serisi","730d xDrive","730D XDRIVE LONG"
"Otomobil","BMW","7 Serisi","730d xDrive","EXCLUSIVE"
"Otomobil","BMW","7 Serisi","730d xDrive","M SPORT"
"Otomobil","BMW","7 Serisi","730d xDrive","STANDART"
"Otomobil","BMW","7 Serisi","730d xDrive Long","EXECUTIVE LOUNGE"
"Otomobil","BMW","7 Serisi","730d xDrive Long","M SPORT"
"Otomobil","BMW","7 Serisi","730i","730I LONG"
"Otomobil","BMW","7 Serisi","730i","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","730i","M SPORT"
"Otomobil","BMW","7 Serisi","730i","STANDART"
"Otomobil","BMW","7 Serisi","730i Long","EXECUTIVE LOUNGE"
"Otomobil","BMW","7 Serisi","730i Long","LUXURY"
"Otomobil","BMW","7 Serisi","730i Long","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","730i Long","PURE EXCELLENCE"
"Otomobil","BMW","7 Serisi","730i Long","STANDART"
"Otomobil","BMW","7 Serisi","735i","735I LONG"
"Otomobil","BMW","7 Serisi","735i Long","735I LONG"
"Otomobil","BMW","7 Serisi","740d","740D XDRIVE"
"Otomobil","BMW","7 Serisi","740d","740D XDRIVE LONG"
"Otomobil","BMW","7 Serisi","740d xDrive","740D XDRIVE LONG"
"Otomobil","BMW","7 Serisi","740d xDrive","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","740d xDrive","M SPORT"
"Otomobil","BMW","7 Serisi","740d xDrive Long","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","740d xDrive Long","PURE EXCELLENCE"
"Otomobil","BMW","7 Serisi","740e xDrive Long","M EXCELLENCE"
"Otomobil","BMW","7 Serisi","740e xDrive Long","PURE EXCELLENCE"
"Otomobil","BMW","7 Serisi","740i","740I LONG"
"Otomobil","BMW","7 Serisi","740i Long","740I LONG"
"Otomobil","BMW","7 Serisi","745i","745I LONG"
"Otomobil","BMW","7 Serisi","745i Long","745I LONG"
"Otomobil","BMW","7 Serisi","750d xDrive Long","STANDART"
"Otomobil","BMW","7 Serisi","750i","750I LONG"
"Otomobil","BMW","7 Serisi","750i Long","750I LONG"
"Otomobil","BMW","7 Serisi","760i","760I LONG"
"Otomobil","BMW","7 Serisi","760i Long","760I LONG"
"Otomobil","BMW","i Serisi","i4","EDRIVE40"
"Otomobil","BMW","i Serisi","i4","M50"
"Otomobil","BMW","i Serisi","i5","EDRIVE30"
"Otomobil","BMW","i Serisi","i5","EDRIVE40"
"Otomobil","BMW","i Serisi","i5","M60 XDRIVE"
"Otomobil","BMW","i Serisi","i5","XDRIVE40"
"Otomobil","BMW","i Serisi","i7","M EXCELLENCE"
"Otomobil","BMW","i Serisi","i7","PURE EXCELLENCE"
"Otomobil","BMW","i Serisi","i7","XDRIVE60 M EXCELLENCE"
"Otomobil","BMW","i Serisi","i7","XDRIVE60 PURE EXCELLENCE"
"Otomobil","BMW","i Serisi","i8","ACCARO"
"Otomobil","BMW","i Serisi","i8","I8"
"Otomobil","BMW","i Serisi","i8","PREMIUM TECHNO"
"Otomobil","BMW","M Serisi","M2","M2 COMPETITION"
"Otomobil","BMW","M Serisi","M2 Competition","M2 COMPETITION"
"Otomobil","BMW","M Serisi","M235i xDrive","M235I XDRIVE"
"Otomobil","BMW","M Serisi","M3","M3 COMPETITION"
"Otomobil","BMW","M Serisi","M3 Competition","M3 COMPETITION"
"Otomobil","BMW","M Serisi","M4","M4"
"Otomobil","BMW","M Serisi","M5","M5 COMPETITION"
"Otomobil","BMW","M Serisi","M5 Competition","M5 COMPETITION"
"Otomobil","BMW","M Serisi","M6","M6"
"Otomobil","BMW","M Serisi","M8 Competition","M8 COMPETITION"
"Otomobil","BMW","M Serisi","Z4 M","Z4 M"
"Otomobil","BMW","Z Serisi","Z3","1.8"
"Otomobil","BMW","Z Serisi","Z3","1.9"
"Otomobil","BMW","Z Serisi","Z3","2.8"
"Otomobil","BMW","Z Serisi","Z3","3.0"
"Otomobil","BMW","Z Serisi","Z4","2.0"
"Otomobil","BMW","Z Serisi","Z4","2.0I SDRIVE"
"Otomobil","BMW","Z Serisi","Z4","2.3I SDRIVE"
"Otomobil","BMW","Z Serisi","Z4","2.5SI"
"Otomobil","BMW","Z Serisi","Z4","3.0"
"Otomobil","BMW","Z Serisi","Z4","3.0I SDRIVE"
"Otomobil","BMW","Z Serisi","Z4","3.5I SDRIVE"
"Otomobil","Bugatti","Chiron","Chiron","CHIRON"
"Otomobil","Buick","Le Sabre","3.8","3.8"
"Otomobil","Buick","Park Avenue","3.8","3.8"
"Otomobil","BYD","Dolphin","Dolphin","DOLPHIN"
"Otomobil","BYD","Han","Han","HAN"
"Otomobil","BYD","Seal","Seal U","SEAL U"
"Otomobil","BYD","Seal","Design","DESIGN"
"Otomobil","BYD","Seal","Excellence","EXCELLENCE"
"Otomobil","BYD","Seal U","Seal U","SEAL U"
"Otomobil","Cadillac","DeVille","4.6 DTS","4.6 DTS"
"Otomobil","Cadillac","Seville","4.6 STS","4.6 STS"
"Otomobil","Cadillac","Seville","4.9 STS","4.9 STS"
"Otomobil","Chery","Alia","1.6","ACTECO FORZA"
"Otomobil","Chery","Alia","1.6","ACTECO LUSSO"
"Otomobil","Chery","Alia","1.6","ACTECO NORMA"
"Otomobil","Chery","Alia","1.6L","ACTECO LUSSO"
"Otomobil","Chery","Alia","2.0 Acteco","2.0 ACTECO"
"Otomobil","Chery","Chance","1.6 Norma","1.6 NORMA"
"Otomobil","Chery","Chance","2.0 Lusso","2.0 LUSSO"
"Otomobil","Chery","Kimo","1.3","FORZA"
"Otomobil","Chery","Kimo","1.3","LUSSO"
"Otomobil","Chery","Niche","1.6 Norma","1.6 NORMA"
"Otomobil","Chery","Niche","2.0 Lusso","2.0 LUSSO"
"Otomobil","Chevrolet","Aveo","1.2","LS"
"Otomobil","Chevrolet","Aveo","1.2","SE"
"Otomobil","Chevrolet","Aveo","1.2","SX"
"Otomobil","Chevrolet","Aveo","1.3 D","LS"
"Otomobil","Chevrolet","Aveo","1.3 D","LT"
"Otomobil","Chevrolet","Aveo","1.3 D","LTZ"
"Otomobil","Chevrolet","Aveo","1.4","LS"
"Otomobil","Chevrolet","Aveo","1.4","LT"
"Otomobil","Chevrolet","Aveo","1.4","LTZ"
"Otomobil","Chevrolet","Aveo","1.4","SE"
"Otomobil","Chevrolet","Aveo","1.4","SPORT"
"Otomobil","Chevrolet","Aveo","1.4","SX"
"Otomobil","Chevrolet","Camaro","2.0","2.0"
"Otomobil","Chevrolet","Camaro","3.4","3.4"
"Otomobil","Chevrolet","Camaro","3.6","3.6"
"Otomobil","Chevrolet","Camaro","SS","SS"
"Otomobil","Chevrolet","Camaro","Z28","Z28"
"Otomobil","Chevrolet","Corvette","C4","C4"
"Otomobil","Chevrolet","Corvette","C5","C5"
"Otomobil","Chevrolet","Corvette","C6","C6"
"Otomobil","Chevrolet","Corvette","C7","C7"
"Otomobil","Chevrolet","Corvette","C8","C8"
"Otomobil","Chevrolet","Cruze","1.4 T","LT"
"Otomobil","Chevrolet","Cruze","1.4 T","LTZ"
"Otomobil","Chevrolet","Cruze","1.4 T","SPORT"
"Otomobil","Chevrolet","Cruze","1.6","1.6"
"Otomobil","Chevrolet","Cruze","1.6","DESIGN EDITION"
"Otomobil","Chevrolet","Cruze","1.6","DESIGN EDITION PLUS"
"Otomobil","Chevrolet","Cruze","1.6","LS"
"Otomobil","Chevrolet","Cruze","1.6","LS PLUS"
"Otomobil","Chevrolet","Cruze","1.6","LT"
"Otomobil","Chevrolet","Cruze","1.6","LT PLUS"
"Otomobil","Chevrolet","Cruze","1.6","SPORT"
"Otomobil","Chevrolet","Cruze","1.6","SPORT PLUS"
"Otomobil","Chevrolet","Cruze","1.6","WTCC EDITION"
"Otomobil","Chevrolet","Cruze","1.6","WTCC EDITION PLUS"
"Otomobil","Chevrolet","Cruze","2.0 D","LT"
"Otomobil","Chevrolet","Cruze","2.0 D","LTZ"
"Otomobil","Chevrolet","Epica","D LT","D LT"
"Otomobil","Chevrolet","Epica","LT","LT"
"Otomobil","Chevrolet","Evanda","2.0 CDX",""
"Otomobil","Chevrolet","Kalos","1.2","SE"
"Otomobil","Chevrolet","Kalos","1.4","SE"
"Otomobil","Chevrolet","Kalos","1.4","SX"
"Otomobil","Chevrolet","Lacetti","1.4","CDX"
"Otomobil","Chevrolet","Lacetti","1.4","SE"
"Otomobil","Chevrolet","Lacetti","1.4","SX"
"Otomobil","Chevrolet","Lacetti","1.6","CDX"
"Otomobil","Chevrolet","Lacetti","1.6","SE"
"Otomobil","Chevrolet","Lacetti","1.6","SX"
"Otomobil","Chevrolet","Lacetti","1.6","WTCC"
"Otomobil","Chevrolet","Rezzo","1.6 SX Comfort","1.6 SX COMFORT"
"Otomobil","Chevrolet","Spark","0.8","SE"
"Otomobil","Chevrolet","Spark","1.0","1.0"
"Otomobil","Chevrolet","Spark","1.0","SE"
"Otomobil","Chevrolet","Spark","1.0","SX"
"Otomobil","Chevrolet","Spark","1.2","LS"
"Otomobil","Chevrolet","Spark","1.2","LT"
"Otomobil","Chevrolet","Spark","1.2","LTZ"
"Otomobil","Chrysler","300 C","2.7","2.7"
"Otomobil","Chrysler","300 C","3.0 CRD","3.0 CRD"
"Otomobil","Chrysler","300 C","3.5","3.5"
"Otomobil","Chrysler","300 C","5.7","5.7"
"Otomobil","Chrysler","300 C","6.1 SRT","6.1 SRT"
"Otomobil","Chrysler","300 M","3.5","3.5"
"Otomobil","Chrysler","Concorde","3.5","3.5"
"Otomobil","Chrysler","LHS","3.5","3.5"
"Otomobil","Chrysler","Neon","2.0","LX"
"Otomobil","Chrysler","PT Cruiser","2.0","LIMITED"
"Otomobil","Chrysler","Sebring","2.0 CRD","CONVERTIBLE"
"Otomobil","Chrysler","Sebring","2.0 CRD","LIMITED"
"Otomobil","Chrysler","Sebring","2.7 Limited","2.7 LIMITED"
"Otomobil","Chrysler","Sebring","2.7 LX","2.7 LX"
"Otomobil","Chrysler","Stratus","2.0","LE"
"Otomobil","Chrysler","Stratus","2.5","LX"
"Otomobil","Citroen","AMİ","My Ami Pop","MY AMI POP"
"Otomobil","Citroen","AMİ","My Ami Vibe","MY AMI VIBE"
"Otomobil","Citroen","BX","14","TE"
"Otomobil","Citroen","C-Elysee","1.2 PureTech","LIVE"
"Otomobil","Citroen","C-Elysee","1.2 VTi","ATTRACTION"
"Otomobil","Citroen","C-Elysee","1.2 VTi","COMFORT"
"Otomobil","Citroen","C-Elysee","1.2 VTi","EXCLUSIVE"
"Otomobil","Citroen","C-Elysee","1.5 BlueHDi","FEEL"
"Otomobil","Citroen","C-Elysee","1.5 BlueHDi","FEEL BOLD"
"Otomobil","Citroen","C-Elysee","1.5 BlueHDi","LIVE"
"Otomobil","Citroen","C-Elysee","1.5 BlueHDi","SHINE"
"Otomobil","Citroen","C-Elysee","1.6 BlueHDi","FEEL"
"Otomobil","Citroen","C-Elysee","1.6 BlueHDi","LIVE"
"Otomobil","Citroen","C-Elysee","1.6 BlueHDi","SHINE"
"Otomobil","Citroen","C-Elysee","1.6 HDi","ATTRACTION"
"Otomobil","Citroen","C-Elysee","1.6 HDi","CONFORT"
"Otomobil","Citroen","C-Elysee","1.6 HDi","EXCLUSIVE"
"Otomobil","Citroen","C-Elysee","1.6 HDi","FEEL"
"Otomobil","Citroen","C-Elysee","1.6 HDi","LIVE"
"Otomobil","Citroen","C-Elysee","1.6 HDi","SHINE"
"Otomobil","Citroen","C-Elysee","1.6 VTi","EXCLUSIVE"
"Otomobil","Citroen","C1","1.0","1.0 VTI"
"Otomobil","Citroen","C1","1.0","CONFORT"
"Otomobil","Citroen","C1","1.0","SX"
"Otomobil","Citroen","C1","1.0","SX SENSODRIVE"
"Otomobil","Citroen","C1","1.0 VTi","FEEL"
"Otomobil","Citroen","C1","1.0 VTi","SHINE"
"Otomobil","Citroen","C1","1.4 HDi","SX"
"Otomobil","Citroen","C2","1.4","1.4 HDI"
"Otomobil","Citroen","C2","1.4","SX"
"Otomobil","Citroen","C2","1.4 HDi","SX"
"Otomobil","Citroen","C2","1.4 HDi","TONIC"
"Otomobil","Citroen","C2","1.4 HDi","X PACK"
"Otomobil","Citroen","C2","1.6","VTR"
"Otomobil","Citroen","C2","1.6","VTS"
"Otomobil","Citroen","C3","C3 Picasso","1.4"
"Otomobil","Citroen","C3","C3 Picasso","1.6 E-HDI"
"Otomobil","Citroen","C3","C3 Picasso","1.6 HDI"
"Otomobil","Citroen","C3","1.2 PureTech","ELLE"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL ADVENTURE"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL BOLD"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL BOLD BUSINESS"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL BUSINESS"
"Otomobil","Citroen","C3","1.2 PureTech","FEEL S EDITION"
"Otomobil","Citroen","C3","1.2 PureTech","LIVE"
"Otomobil","Citroen","C3","1.2 PureTech","SELECTION"
"Otomobil","Citroen","C3","1.2 PureTech","SHINE"
"Otomobil","Citroen","C3","1.2 PureTech","SHINE BUSINESS"
"Otomobil","Citroen","C3","1.2 PureTech","SHINE S EDITION"
"Otomobil","Citroen","C3","1.2 PureTech","SX EDITION"
"Otomobil","Citroen","C3","1.2 VTi","COOL"
"Otomobil","Citroen","C3","1.4","1.4 E-HDI"
"Otomobil","Citroen","C3","1.4","1.4 HDI"
"Otomobil","Citroen","C3","1.4","1.4 VTI"
"Otomobil","Citroen","C3","1.4","ATTRACTION"
"Otomobil","Citroen","C3","1.4","COLLECTION"
"Otomobil","Citroen","C3","1.4","COMFORT"
"Otomobil","Citroen","C3","1.4","PLURIEL"
"Otomobil","Citroen","C3","1.4","SENSODRIVE"
"Otomobil","Citroen","C3","1.4","SX"
"Otomobil","Citroen","C3","1.4","X FURIO"
"Otomobil","Citroen","C3","1.4 e-HDi","CONFORT"
"Otomobil","Citroen","C3","1.4 HDi","ATTRACTION"
"Otomobil","Citroen","C3","1.4 HDi","COLLECTION"
"Otomobil","Citroen","C3","1.4 HDi","CONFORT"
"Otomobil","Citroen","C3","1.4 HDi","EXCLUSIVE"
"Otomobil","Citroen","C3","1.4 HDi","SX"
"Otomobil","Citroen","C3","1.4 HDi","X FURIO"
"Otomobil","Citroen","C3","1.4 VTi","COLLECTION"
"Otomobil","Citroen","C3","1.4 VTi","CONFORT"
"Otomobil","Citroen","C3","1.6","1.6 BLUEHDI"
"Otomobil","Citroen","C3","1.6","1.6 HDI"
"Otomobil","Citroen","C3","1.6","1.6 VTI"
"Otomobil","Citroen","C3","1.6","PLURIEL"
"Otomobil","Citroen","C3","1.6","SX"
"Otomobil","Citroen","C3","1.6 BlueHDI","FEEL"
"Otomobil","Citroen","C3","1.6 BlueHDI","LIVE"
"Otomobil","Citroen","C3","1.6 BlueHDI","SHINE"
"Otomobil","Citroen","C3","1.6 HDi","EXCLUSIVE"
"Otomobil","Citroen","C3","1.6 HDi","SX"
"Otomobil","Citroen","C3","1.6 VTi","CONFORT"
"Otomobil","Citroen","C3","1.6 VTi","EXCLUSIVE"
"Otomobil","Citroen","C3","1.6 VTi","FEEL"
"Otomobil","Citroen","C3 Picasso","1.4","SX"
"Otomobil","Citroen","C3 Picasso","1.6 e-HDi","SX"
"Otomobil","Citroen","C3 Picasso","1.6 HDi","SX"
"Otomobil","Citroen","C4","C4 Grand Picasso","1.6 BLUEHDI"
"Otomobil","Citroen","C4","C4 Grand Picasso","1.6 E-HDI"
"Otomobil","Citroen","C4","C4 Grand Picasso","1.6 HDI"
"Otomobil","Citroen","C4","C4 Grand Picasso","1.6 VTI"
"Otomobil","Citroen","C4","C4 Picasso","1.6 BLUEHDI"
"Otomobil","Citroen","C4","C4 Picasso","1.6 E-HDI"
"Otomobil","Citroen","C4","C4 Picasso","1.6 HDI"
"Otomobil","Citroen","C4","C4 X","1.2 PURETECH"
"Otomobil","Citroen","C4","C4 X","1.5 BLUEHDI"
"Otomobil","Citroen","C4","1.2 PureTech","CONFORT"
"Otomobil","Citroen","C4","1.2 PureTech","EXCLUSIVE"
"Otomobil","Citroen","C4","1.2 PureTech","FEEL"
"Otomobil","Citroen","C4","1.2 PureTech","FEEL BOLD"
"Otomobil","Citroen","C4","1.2 PureTech","MAX"
"Otomobil","Citroen","C4","1.2 PureTech","SHINE"
"Otomobil","Citroen","C4","1.2 PureTech","SHINE BOLD"
"Otomobil","Citroen","C4","1.2 PureTech","YOU"
"Otomobil","Citroen","C4","1.4","1.4 VTI"
"Otomobil","Citroen","C4","1.4","COLLECTION"
"Otomobil","Citroen","C4","1.4","SX"
"Otomobil","Citroen","C4","1.4 VTi","ATTRACTION"
"Otomobil","Citroen","C4","1.4 VTi","EASY"
"Otomobil","Citroen","C4","1.5 BlueHDi","FEEL BOLD"
"Otomobil","Citroen","C4","1.5 BlueHDi","SHINE"
"Otomobil","Citroen","C4","1.5 BlueHDi","SHINE BOLD"
"Otomobil","Citroen","C4","1.6","1.6 BLUEHDI"
"Otomobil","Citroen","C4","1.6","1.6 E-HDI"
"Otomobil","Citroen","C4","1.6","1.6 HDI"
"Otomobil","Citroen","C4","1.6","SX"
"Otomobil","Citroen","C4","1.6","SX PK"
"Otomobil","Citroen","C4","1.6","THP EXCLUSIVE"
"Otomobil","Citroen","C4","1.6","VTI CONFORT"
"Otomobil","Citroen","C4","1.6","VTR"
"Otomobil","Citroen","C4","1.6","VTRPK"
"Otomobil","Citroen","C4","1.6 BlueHDi","CONFORT"
"Otomobil","Citroen","C4","1.6 BlueHDi","EXCLUSIVE"
"Otomobil","Citroen","C4","1.6 BlueHDi","FEEL"
"Otomobil","Citroen","C4","1.6 e-HDi","CONFORT"
"Otomobil","Citroen","C4","1.6 e-HDi","CONFORT PLUS"
"Otomobil","Citroen","C4","1.6 e-HDi","EXCLUSIVE"
"Otomobil","Citroen","C4","1.6 HDi","ATTRACTION"
"Otomobil","Citroen","C4","1.6 HDi","CONFORT"
"Otomobil","Citroen","C4","1.6 HDi","CONFORT PLUS"
"Otomobil","Citroen","C4","1.6 HDi","EASY"
"Otomobil","Citroen","C4","1.6 HDi","EXCLUSIVE"
"Otomobil","Citroen","C4","1.6 HDi","SX"
"Otomobil","Citroen","C4","1.6 HDi","SX PK"
"Otomobil","Citroen","C4","1.6 HDi","VTRPK"
"Otomobil","Citroen","C4","2.0","VTS"
"Otomobil","Citroen","C4 Grand Picasso","1.6 BlueHDi","FEEL"
"Otomobil","Citroen","C4 Grand Picasso","1.6 BlueHDi","INTENSIVE"
"Otomobil","Citroen","C4 Grand Picasso","1.6 BlueHDi","SHINE"
"Otomobil","Citroen","C4 Grand Picasso","1.6 e-HDi","DYNAMIC"
"Otomobil","Citroen","C4 Grand Picasso","1.6 e-HDi","INTENSIVE"
"Otomobil","Citroen","C4 Grand Picasso","1.6 HDi","DYNAMIC"
"Otomobil","Citroen","C4 Grand Picasso","1.6 HDi","SXPK"
"Otomobil","Citroen","C4 Grand Picasso","1.6 HDi","VTRPK"
"Otomobil","Citroen","C4 Grand Picasso","1.6 VTi","1.6 VTI"
"Otomobil","Citroen","C4 Picasso","1.6 BlueHDi","FEEL"
"Otomobil","Citroen","C4 Picasso","1.6 BlueHDi","INTENSIVE"
"Otomobil","Citroen","C4 Picasso","1.6 BlueHDi","SHINE"
"Otomobil","Citroen","C4 Picasso","1.6 e-HDi","DYNAMIC"
"Otomobil","Citroen","C4 Picasso","1.6 e-HDi","INTENSIVE"
"Otomobil","Citroen","C4 Picasso","1.6 HDi","DYNAMIQUE"
"Otomobil","Citroen","C4 Picasso","1.6 HDi","EXCLUSIVE"
"Otomobil","Citroen","C4 Picasso","1.6 HDi","SX PK"
"Otomobil","Citroen","C4 Picasso","1.6 HDi","VTR PK"
"Otomobil","Citroen","C4 X","1.2 PureTech","FEEL"
"Otomobil","Citroen","C4 X","1.2 PureTech","FEEL BOLD"
"Otomobil","Citroen","C4 X","1.2 PureTech","MAX"
"Otomobil","Citroen","C4 X","1.2 PureTech","SHINE"
"Otomobil","Citroen","C4 X","1.2 PureTech","SHINE BOLD"
"Otomobil","Citroen","C4 X","1.5 BlueHDi","FEEL BOLD"
"Otomobil","Citroen","C4 X","1.5 BlueHDi","SHINE"
"Otomobil","Citroen","C4 X","1.5 BlueHDi","SHINE BOLD"
"Otomobil","Citroen","C5","1.6 e-HDi","CONFORT"
"Otomobil","Citroen","C5","1.6 e-HDi","DYNAMIQUE"
"Otomobil","Citroen","C5","1.6 e-HDi","EXECUTIVE"
"Otomobil","Citroen","C5","1.6 HDi","CONFORT"
"Otomobil","Citroen","C5","1.6 HDi","DYNAMIQUE"
"Otomobil","Citroen","C5","1.6 HDi","EXECUTIVE"
"Otomobil","Citroen","C5","1.6 HDi","FAP"
"Otomobil","Citroen","C5","1.6 HDi","SX"
"Otomobil","Citroen","C5","1.6 HDi","SX PK"
"Otomobil","Citroen","C5","1.6 PureTech","LIVE"
"Otomobil","Citroen","C5","1.6 THP","CONFORT"
"Otomobil","Citroen","C5","1.6 THP","DYNAMIQUE"
"Otomobil","Citroen","C5","1.6 THP","EXCLUSIVE"
"Otomobil","Citroen","C5","2.0","2.0 HDI"
"Otomobil","Citroen","C5","2.0","EXCLUSIVE"
"Otomobil","Citroen","C5","2.0","SX"
"Otomobil","Citroen","C5","2.0","SX PK"
"Otomobil","Citroen","C5","2.0 HDi","DYNAMIQUE"
"Otomobil","Citroen","C5","2.0 HDi","EXCLUSIVE"
"Otomobil","Citroen","C5","2.0 HDi","SX"
"Otomobil","Citroen","C5","2.0 HDi","SX PK"
"Otomobil","Citroen","C5","2.2 HDi","SX"
"Otomobil","Citroen","C6","2.7 HDi","2.7 HDI"
"Otomobil","Citroen","C8","2.0 HDi Collection","2.0 HDI COLLECTION"
"Otomobil","Citroen","C8","2.0 X","2.0 X"
"Otomobil","Citroen","C8","2.2 HDi SX","2.2 HDI SX"
"Otomobil","Citroen","e-C4","e-C4 X","1.2 PURETECH"
"Otomobil","Citroen","e-C4","e-C4 X","MAX"
"Otomobil","Citroen","e-C4","e-C4 X","SHINE BOLD"
"Otomobil","Citroen","e-C4","Max","MAX"
"Otomobil","Citroen","e-C4","Shine Bold","MAX"
"Otomobil","Citroen","e-C4 X","1.2 PureTech","YOU"
"Otomobil","Citroen","e-C4 X","Max","MAX"
"Otomobil","Citroen","e-C4 X","Shine Bold","SHINE BOLD"
"Otomobil","Citroen","Evasion","1.9 TD SX","1.9 TD SX"
"Otomobil","Citroen","Saxo","1.4","SX"
"Otomobil","Citroen","Saxo","1.4","VTS"
"Otomobil","Citroen","Saxo","1.5D","SX"
"Otomobil","Citroen","Saxo","1.6","SX"
"Otomobil","Citroen","Saxo","1.6","VTR"
"Otomobil","Citroen","Saxo","1.6","VTS"
"Otomobil","Citroen","Xantia","1.9","TD SX"
"Otomobil","Citroen","Xantia","2.0","HDI SX"
"Otomobil","Citroen","Xantia","2.0","SX"
"Otomobil","Citroen","XM","2.0","CT VSX"
"Otomobil","Citroen","Xsara","1.4","1.4"
"Otomobil","Citroen","Xsara","1.4","HDI"
"Otomobil","Citroen","Xsara","1.6","SX"
"Otomobil","Citroen","Xsara","1.6","VTR"
"Otomobil","Citroen","Xsara","1.8","SX"
"Otomobil","Citroen","Xsara","1.9","TD SX"
"Otomobil","Citroen","Xsara","2.0","HDI"
"Otomobil","Citroen","Xsara","2.0","VTS"
"Otomobil","Citroen","Xsara","Picasso 1.6","EXCLUSIVE"
"Otomobil","Citroen","Xsara","Picasso 1.6","HDI"
"Otomobil","Citroen","Xsara","Picasso 1.6","HDI EXCLUSIVE"
"Otomobil","Citroen","Xsara","Picasso 1.6","SX"
"Otomobil","Citroen","Xsara","Picasso 1.8","EXCLUSIVE"
"Otomobil","Citroen","Xsara","Picasso 2.0","EXCLUSIVE"
"Otomobil","Citroen","Xsara","Picasso 2.0","HDI"
"Otomobil","Citroen","ZX","1.8","AVANTAGE"
"Otomobil","Citroen","ZX","1.8","SX"
"Otomobil","Cupra","Born","77 kW","77 KW"
"Otomobil","Cupra","Leon","1.5 eTSI","1.5 ETSI"
"Otomobil","Dacia","Jogger","1.0 Eco-G","ESSENTIAL"
"Otomobil","Dacia","Jogger","1.0 Eco-G","EXPRESSION"
"Otomobil","Dacia","Jogger","1.0 Eco-G","EXTREME"
